Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0000264,2025-06-01,PROP-0064,178 DIVISION AVENUE,Brooklyn,75TH Q BROOKLYN,Mixed-Use Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Approval status: Rejected,Medium,Open,Invoice INV-0064-06-03906 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001025,2025-06-01,PROP-0164,519 WEST 135 STREET,Manhattan,HARLEM-WEST,Multifamily Condo,Casey Rivera,Drew Thompson,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,Open,"Invoice INV-0164-06-09880 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000848,2025-06-01,PROP-0001,354 BROADWAY,Manhattan,CHINATOWN,Mixed-Use Condo,Drew Thompson,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0001-06-00030 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0002063,2025-06-01,PROP-0039,1972 OCEAN AVENUE,Brooklyn,MIDWOOD,Mixed-Use Condo,Drew Thompson,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001548,2025-06-01,PROP-0047,3536 CAMBRIDGE AVENUE,Bronx,RIVERDALE,Residential Condo,Drew Thompson,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-06-01. Expense variance 13.9%; income variance -1.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000988,2025-06-01,PROP-0062,380 NEPTUNE AVENUE,Brooklyn,BRIGHTON BEACH,Residential Condo,Drew Thompson,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0062-06-03776 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000932,2025-06-01,PROP-0053,235 OCEAN PARKWAY,Brooklyn,KENSINGTON,Residential Condo,Jordan Lee,Taylor Morgan,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0053-06-03223 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000304,2025-06-01,PROP-0063,577 WEST 161 STREET,Manhattan,WASHINGTON HEIGHTS LOWER,Multifamily Condo,Jordan Lee,Casey Rivera,Vendor Invoice Review,Late payment; Potential duplicate invoice,Medium,In Review,"Invoice INV-0062-12-03809 requires review: Late payment, Potential duplicate invoice.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000319,2025-06-01,PROP-0087,599 4 AVENUE,Brooklyn,SUNSET PARK,Mixed-Use Condo,Jordan Lee,Nadia Williams,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0087-06-05304 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001271,2025-06-01,PROP-0087,599 4 AVENUE,Brooklyn,SUNSET PARK,Mixed-Use Condo,Jordan Lee,Morgan Patel,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-06-01. Expense variance 10.5%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000935,2025-06-01,PROP-0136,55-16 MAIN STREET,Queens,FLUSHING-NORTH,Mixed-Use Condo,Jordan Lee,Morgan Patel,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0136-06-08221 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001134,2025-06-01,PROP-0151,140 NORTH 6 STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Jordan Lee,Drew Thompson,Vendor Invoice Review,Approval status: Rejected,Medium,Open,Invoice INV-0151-06-09123 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000317,2025-06-01,PROP-0153,2280 FREDERICK DOUGLASS BLVD,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Jordan Lee,Drew Thompson,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,Open,"Invoice INV-0153-06-09239 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001332,2025-06-01,PROP-0159,79 LAIGHT STREET,Manhattan,TRIBECA,Multifamily Condo,Jordan Lee,Casey Rivera,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-06-01. Expense variance 2.1%; income variance -9.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001704,2025-06-01,PROP-0008,145 LINCOLN AVENUE,Staten Island,GRANT CITY,Multifamily Condo,Morgan Patel,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000239,2025-06-01,PROP-0065,3427 BRUCKNER BOULEVARD,Bronx,SCHUYLERVILLE/PELHAM BAY,Multifamily Condo,Morgan Patel,Riley Chen,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0065-06-03965 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000090,2025-06-01,PROP-0075,61-05 39 AVENUE,Queens,WOODSIDE,Multifamily Condo,Morgan Patel,Casey Rivera,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0075-06-04580 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001934,2025-06-01,PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Nadia Williams,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001941,2025-06-01,PROP-0085,102 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Residential Condo,Nadia Williams,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001328,2025-06-01,PROP-0103,7 GRAMERCY PARK WEST,Manhattan,GRAMERCY,Multifamily Condo,Nadia Williams,Avery Johnson,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-06-01. Expense variance 2.2%; income variance -10.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001902,2025-06-01,PROP-0146,2300 FREDERICK DOUGLASS BLVD.,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Nadia Williams,Drew Thompson,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001072,2025-06-01,PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Mixed-Use Condo,Riley Chen,Avery Johnson,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0019-06-01173 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001369,2025-06-01,PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Mixed-Use Condo,Riley Chen,Avery Johnson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-06-01. Expense variance 16.7%; income variance -3.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0002029,2025-06-01,PROP-0057,727 OCEAN VIEW AVENUE,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Riley Chen,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001869,2025-06-01,PROP-0110,339 EAST 74 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Riley Chen,Riley Chen,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001066,2025-06-01,PROP-0006,999 FOREST AVENUE,Staten Island,WEST NEW BRIGHTON,Multifamily Condo,Samira Khan,Jordan Lee,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0006-06-00362 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001210,2025-06-01,PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Multifamily Condo,Samira Khan,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-06-01. Expense variance -6.2%; income variance -9.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001606,2025-06-01,PROP-0034,525 PARK AVENUE,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Samira Khan,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-06-01. Expense variance 15.0%; income variance -1.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001315,2025-06-01,PROP-0056,3015 BRIGHTON 6 STREET,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Samira Khan,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-06-01. Expense variance 13.6%; income variance -7.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000849,2025-06-01,PROP-0137,94-22 55 AVENUE,Queens,ELMHURST,Retail-Adjacent Condo,Samira Khan,Drew Thompson,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0137-06-08272 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001850,2025-06-01,PROP-0005,680 RIVERSIDE DRIVE,Manhattan,HARLEM-UPPER,Residential Condo,Taylor Morgan,Taylor Morgan,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0002009,2025-06-01,PROP-0100,18 ORCHARD STREET,Manhattan,LOWER EAST SIDE,Residential Condo,Taylor Morgan,Morgan Patel,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001077,2025-06-01,PROP-0108,2 PRINCE STREET,Manhattan,LITTLE ITALY,Multifamily Condo,Taylor Morgan,Avery Johnson,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,Open,"Invoice INV-0108-06-06542 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000042,2025-06-01,PROP-0140,80 RICHMOND HILL ROAD,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Taylor Morgan,Nadia Williams,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0140-06-08477 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000451,2025-06-01,PROP-0174,184 DUANE STREET,Manhattan,TRIBECA,Retail-Adjacent Condo,Taylor Morgan,Avery Johnson,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0174-06-10479 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000397,2025-05-01,PROP-0030,200 SOUTH 2 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Multifamily Condo,Avery Johnson,Cameron Brooks,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0030-05-01837 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001401,2025-05-01,PROP-0084,886 WESTCHESTER AVENUE,Bronx,MORRISANIA/LONGWOOD,Multifamily Condo,Avery Johnson,Avery Johnson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-05-01. Expense variance 12.9%; income variance -3.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001853,2025-05-01,PROP-0125,48 BEACH STREET,Manhattan,TRIBECA,Multifamily Condo,Avery Johnson,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001779,2025-05-01,PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Residential Condo,Avery Johnson,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000343,2025-05-01,PROP-0002,7 NAVY PIER COURT,Staten Island,TOMPKINSVILLE,Mixed-Use Condo,Cameron Brooks,Nadia Williams,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0002-05-00095 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001457,2025-05-01,PROP-0002,7 NAVY PIER COURT,Staten Island,TOMPKINSVILLE,Mixed-Use Condo,Cameron Brooks,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-05-01. Expense variance 5.7%; income variance -11.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001117,2025-05-01,PROP-0028,40-01 LITTLE NECK PARKWAY,Queens,LITTLE NECK,Multifamily Condo,Cameron Brooks,Cameron Brooks,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0028-05-01713 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
