review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0001408,PROP-0014,2025-11-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-11-01. Expense variance 12.4%; income variance -3.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Nadia Williams,True
REV-0001409,PROP-0032,2025-08-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-08-01. Expense variance 9.4%; income variance -11.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Nadia Williams,True
REV-0001410,PROP-0144,2025-10-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-10-01. Expense variance 3.3%; income variance -10.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001411,PROP-0067,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 5.5%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Riley Chen,True
REV-0001412,PROP-0104,2025-06-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-06-01. Expense variance -7.4%; income variance -15.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001413,PROP-0086,2025-07-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-07-01. Expense variance -2.8%; income variance -12.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Taylor Morgan,True
REV-0001414,PROP-0110,2025-02-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-02-01. Expense variance 13.9%; income variance -2.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001415,PROP-0120,2025-10-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-10-01. Expense variance 6.1%; income variance -20.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001416,PROP-0068,2025-11-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-11-01. Expense variance 2.3%; income variance -8.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Taylor Morgan,True
REV-0001417,PROP-0055,2025-02-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-02-01. Expense variance 13.4%; income variance -4.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Jordan Lee,True
REV-0001418,PROP-0089,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 17.5%; income variance -9.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Avery Johnson,True
REV-0001419,PROP-0092,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 5.3%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Avery Johnson,True
REV-0001420,PROP-0094,2025-06-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-06-01. Expense variance -0.0%; income variance -12.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Casey Rivera,True
REV-0001421,PROP-0140,2025-09-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-09-01. Expense variance 9.6%; income variance -8.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001422,PROP-0135,2025-01-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-01-01. Expense variance 3.9%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001423,PROP-0070,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 18.5%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Nadia Williams,True
REV-0001424,PROP-0135,2025-09-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-09-01. Expense variance 2.2%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Drew Thompson,True
REV-0001425,PROP-0052,2025-09-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-09-01. Expense variance 16.1%; income variance -13.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001426,PROP-0138,2025-06-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-06-01. Expense variance 12.3%; income variance -2.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Cameron Brooks,True
REV-0001427,PROP-0013,2025-11-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-11-01. Expense variance -2.7%; income variance -15.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Nadia Williams,True
REV-0001428,PROP-0141,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 13.9%; income variance -8.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Cameron Brooks,True
REV-0001429,PROP-0140,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 19.9%; income variance -4.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001430,PROP-0072,2025-10-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-10-01. Expense variance 6.3%; income variance -17.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Avery Johnson,True
REV-0001431,PROP-0119,2025-11-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-11-01. Expense variance 28.4%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Samira Khan,True
REV-0001432,PROP-0040,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 1.4%; income variance -10.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Samira Khan,True
REV-0001433,PROP-0131,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 9.8%; income variance -9.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001434,PROP-0146,2025-06-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-06-01. Expense variance 14.9%; income variance -6.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001435,PROP-0038,2025-12-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-12-01. Expense variance 8.8%; income variance -9.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001436,PROP-0115,2025-04-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-04-01. Expense variance 4.6%; income variance -13.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Drew Thompson,True
REV-0001437,PROP-0042,2025-12-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-12-01. Expense variance 13.8%; income variance -12.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001438,PROP-0036,2025-03-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-03-01. Expense variance 4.5%; income variance -22.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Nadia Williams,True
REV-0001439,PROP-0144,2025-12-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-12-01. Expense variance 3.9%; income variance -11.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001440,PROP-0056,2025-04-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-04-01. Expense variance 5.3%; income variance -11.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001441,PROP-0170,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 13.0%; income variance -3.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001442,PROP-0091,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 1.1%; income variance -9.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Avery Johnson,True
REV-0001443,PROP-0075,2025-11-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-11-01. Expense variance 14.6%; income variance -3.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Riley Chen,True
REV-0001444,PROP-0068,2025-01-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-01-01. Expense variance 5.1%; income variance -13.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001445,PROP-0043,2025-12-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-12-01. Expense variance 2.6%; income variance -10.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001446,PROP-0088,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance -2.9%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Taylor Morgan,True
REV-0001447,PROP-0153,2025-10-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-10-01. Expense variance -0.9%; income variance -12.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001448,PROP-0011,2025-09-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-09-01. Expense variance -0.1%; income variance -8.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001449,PROP-0166,2025-01-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-01-01. Expense variance 11.4%; income variance -21.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Nadia Williams,True
REV-0001450,PROP-0042,2025-03-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-03-01. Expense variance 18.9%; income variance -6.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Riley Chen,True
